user_id,book_id,has_read,rating,timestamp
9670,31876,1,10,2009-05-02 14:19:13
4241,305863,1,6,2009-05-17 13:10:50
14971,127934,0,0,2009-05-29 01:00:04
14971,123663,0,0,2009-05-29 12:14:40
14971,34068,0,0,2009-05-29 12:24:20
14971,120846,0,0,2009-05-29 12:24:36
14971,33665,0,0,2009-05-29 12:29:27
14971,312515,0,0,2009-05-29 20:18:27
9670,430839,1,10,2009-06-15 12:52:25
9670,287663,0,0,2009-06-19 19:30:17
16021,2350989,0,0,2009-07-05 00:23:19
16021,1545820,0,0,2009-07-05 00:24:57
16021,2287671,0,0,2009-07-05 00:25:53
281,197409,0,0,2009-07-13 01:11:57
281,248767,0,0,2009-07-24 01:23:30
281,235158,0,0,2009-07-24 01:23:45
4241,1902534,1,10,2009-07-30 14:16:54
4241,620361,1,8,2009-07-30 14:26:44
4241,493199,1,10,2009-07-31 16:33:39
4241,186099,1,4,2009-07-31 16:47:44
15100,2576859,0,0,2009-08-01 00:54:20
15100,445,0,0,2009-08-01 00:55:20
15100,15776,0,0,2009-08-01 00:55:52
1851,2480588,1,10,2009-08-01 15:22:23
4241,2473507,1,10,2009-08-10 00:19:41
2590,2272367,0,0,2009-08-12 09:35:40
17440,314944,0,0,2009-08-19 23:32:39
17440,352925,0,0,2009-08-19 23:40:56
17440,180277,0,0,2009-08-19 23:53:59
17440,28302,0,0,2009-08-19 23:55:51
17440,219746,0,0,2009-08-20 17:49:10
17440,1856383,0,0,2009-08-20 19:56:19
17450,179990,0,0,2009-08-21 15:37:05
4241,177169,1,10,2009-08-29 00:20:59
17861,2524799,1,10,2009-09-10 22:52:45
4241,562680,1,10,2009-09-11 12:19:58
4241,671011,1,6,2009-09-20 22:10:24
17440,306238,1,10,2009-09-24 11:41:58
4241,2609868,1,10,2009-09-25 23:48:11
15100,310125,0,0,2009-10-04 12:19:13
281,306955,0,0,2009-10-05 20:30:27
15100,171882,0,0,2009-10-10 21:47:26
15100,178154,0,0,2009-10-10 21:47:52
18131,3303,0,0,2009-10-13 10:45:08
18131,1601046,0,0,2009-10-13 10:52:45
19060,33057,0,0,2009-10-18 00:03:24
19060,8774,0,0,2009-10-18 00:14:54
4241,452571,1,10,2009-10-25 00:06:20
15100,248644,0,0,2009-11-02 04:47:44
18131,28060,1,10,2009-11-04 17:02:36
18131,2290884,1,6,2009-11-09 16:05:53
18131,185124,1,6,2009-11-09 16:08:02
18131,127583,1,10,2009-11-09 16:09:47
18131,452906,1,6,2009-11-13 23:35:03
15100,309301,0,0,2009-11-17 03:22:02
16021,1318691,1,10,2009-11-29 14:09:00
17440,100204,0,0,2009-11-30 01:41:04
2590,1902534,0,0,2009-11-30 12:42:15
2590,6146872,0,0,2009-11-30 12:52:21
18131,455395,1,10,2009-12-02 19:40:35
21511,434096,1,10,2009-12-02 22:12:43
18131,2599190,1,10,2009-12-04 17:06:17
21671,2142446,1,10,2009-12-12 21:41:11
21671,2580687,1,10,2009-12-12 21:43:10
8651,1247893,1,5,2009-12-17 20:32:31
21511,212985,1,10,2010-01-06 18:40:52
4241,165448,1,6,2010-01-07 12:12:36
20711,123663,0,0,2010-01-07 23:02:28
21511,1257027,1,6,2010-01-13 17:11:55
4241,1121649,1,8,2010-01-20 13:57:19
4241,305852,1,6,2010-01-31 15:36:21
2590,5040520,0,0,2010-02-17 12:22:08
7561,35660,1,10,2010-02-23 20:05:40
7561,1762704,1,10,2010-02-23 20:06:19
18131,180644,0,0,2010-02-24 06:38:46
18131,1318691,1,6,2010-02-24 06:39:49
18131,310170,0,0,2010-02-24 06:46:08
18131,156597,0,0,2010-02-24 07:20:41
15100,1319319,0,0,2010-02-27 22:17:17
18131,163489,1,6,2010-02-28 09:47:12
18131,2318816,1,10,2010-03-06 21:17:30
23970,2101235,0,0,2010-03-09 07:37:31
18131,229473,0,0,2010-03-11 12:58:18
2590,2101235,0,0,2010-03-19 08:30:58
18131,506044,1,10,2010-03-26 18:52:51
18131,121902,1,8,2010-03-26 18:53:27
18131,1249821,1,10,2010-03-26 18:56:09
18131,345063,1,6,2010-03-26 18:58:47
9670,283007,1,6,2010-04-01 21:44:00
15100,322938,0,0,2010-04-03 15:38:17
15100,308293,0,0,2010-04-03 15:39:08
25171,1074244,1,0,2010-04-07 13:57:19
25290,2163229,0,0,2010-04-09 20:44:24
4241,28302,1,8,2010-04-12 12:37:28
20711,310170,0,0,2010-04-16 12:59:07
9081,3303,0,0,2010-04-17 15:41:37
9081,39248,0,0,2010-04-17 15:42:07
9081,310604,0,0,2010-04-17 15:43:14
2590,437580,0,0,2010-04-23 11:18:11
281,1880277,0,0,2010-04-25 02:07:14
2590,28719,0,0,2010-04-27 09:23:59
4241,1859010,1,10,2010-05-01 16:22:58
19930,437582,1,10,2010-05-03 23:23:09
20711,432216,0,0,2010-05-13 16:20:15
1851,2251390,1,10,2010-05-17 11:50:36
1851,325507,1,6,2010-05-17 11:51:57
1851,166115,1,10,2010-05-17 11:53:00
1851,2370893,1,10,2010-05-17 11:54:27
1851,1304976,1,10,2010-05-17 11:58:34
1851,254026,1,10,2010-05-17 11:59:47
1851,103354,1,8,2010-05-17 12:03:27
1851,484491,1,10,2010-05-17 12:04:41
1851,567105,1,10,2010-05-17 12:05:45
1851,485332,1,10,2010-05-17 12:06:40
1851,1074594,1,10,2010-05-17 12:07:41
1851,309504,1,10,2010-05-17 12:08:56
1851,12144,1,10,2010-05-17 12:11:39
1851,288838,1,10,2010-05-17 12:12:21
1851,322737,1,10,2010-05-17 12:13:34
1851,800684,1,10,2010-05-17 12:14:36
18131,267392,1,6,2010-06-09 14:54:45
20711,119565,0,0,2010-06-21 19:11:41
17440,2449211,0,0,2010-06-23 02:51:53
19930,420807,1,10,2010-07-10 19:37:36
2590,1082546,1,8,2010-07-12 20:05:50
27991,128330,1,4,2010-07-16 21:51:51
19930,2129220,1,10,2010-07-18 19:17:31
19930,320525,1,10,2010-07-18 19:18:24
19930,483755,1,10,2010-07-29 17:53:59
19930,1829747,1,10,2010-07-31 13:43:18
19930,2107,1,10,2010-08-02 23:24:01
19930,437714,1,10,2010-08-04 14:13:23
19930,2480588,1,10,2010-08-09 02:23:42
6531,1653700,1,10,2010-08-13 19:11:22
19930,22476,1,10,2010-08-14 21:38:48
19930,2188322,1,10,2010-08-19 01:35:43
27130,433895,0,0,2010-08-30 10:33:16
20711,309407,0,0,2010-09-09 21:56:42
20711,3303,0,0,2010-09-09 23:01:12
9670,37771,1,8,2010-09-11 15:57:44
29700,77930,0,0,2010-09-15 15:13:23
17450,402235,0,0,2010-09-18 18:33:10
27130,315223,0,0,2010-09-21 13:02:38
19930,1270359,1,8,2010-09-23 00:42:23
17450,388449,0,0,2010-09-23 21:26:26
18131,454829,1,10,2010-09-27 16:36:32
9670,116943,1,10,2010-10-02 23:21:42
9670,305775,1,10,2010-10-02 23:22:16
32750,25357,0,0,2010-10-16 03:51:43
32750,478202,1,8,2010-10-16 04:44:16
32750,318132,0,0,2010-10-16 05:30:26
32750,6429265,0,0,2010-10-16 14:56:41
32750,446229,0,0,2010-10-16 15:04:56
32750,449744,1,4,2010-10-19 10:51:47
32750,17433,1,10,2010-10-19 10:53:31
32750,450344,1,10,2010-10-19 11:08:52
32750,5032867,1,10,2010-10-19 11:33:50
32750,442628,1,8,2010-10-20 12:18:55
32750,332849,1,10,2010-10-20 12:27:07
32750,3768322,1,10,2010-10-20 12:32:23
32750,442635,1,6,2010-10-20 12:43:07
33650,535707,1,10,2010-10-29 13:23:51
33340,307000,0,0,2010-10-30 21:59:53
33340,17761,0,0,2010-11-01 09:10:47
33850,1798025,1,10,2010-11-01 19:07:15
33340,841293,0,0,2010-11-02 08:36:21
33340,169856,1,6,2010-11-02 15:36:22
33340,169857,1,6,2010-11-02 15:37:07
33340,287192,1,10,2010-11-03 16:52:09
10331,2534924,1,8,2010-11-03 20:39:49
33340,446219,0,0,2010-11-07 17:09:18
33340,1118435,0,0,2010-11-08 15:20:14
33340,218833,0,0,2010-11-08 15:20:23
33340,18124,0,0,2010-11-08 15:20:34
33340,364144,0,0,2010-11-08 15:25:53
33340,2997820,0,0,2010-11-08 15:28:45
33340,1729514,0,0,2010-11-08 15:31:16
33340,307652,0,0,2010-11-08 18:22:14
29700,435745,0,0,2010-11-08 23:33:29
29700,111980,0,0,2010-11-08 23:41:37
29700,164927,0,0,2010-11-08 23:42:05
29700,3993784,0,0,2010-11-08 23:52:23
29700,208467,0,0,2010-11-08 23:53:13
19930,35850,1,8,2010-11-09 00:16:42
19930,168663,1,8,2010-11-13 20:17:31
4241,2356900,1,10,2010-11-14 15:01:27
19930,253919,1,8,2010-11-19 12:57:57
33340,313189,0,0,2010-11-21 22:15:22
19930,273869,1,8,2010-11-22 23:04:26
35641,310139,1,10,2010-11-25 01:52:28
19060,270381,0,0,2010-11-27 18:30:56
34740,449620,0,0,2010-11-30 15:16:42
34740,441452,0,0,2010-11-30 15:17:04
34740,23147,0,0,2010-11-30 15:17:22
34740,445394,0,0,2010-11-30 15:18:20
33850,468306,1,10,2010-12-04 10:11:03
34740,2599190,0,0,2010-12-05 12:41:24
34740,2600001,0,0,2010-12-05 12:42:28
34740,11936,0,0,2010-12-05 12:43:26
34740,2370751,0,0,2010-12-05 12:43:51
34740,254097,0,0,2010-12-05 12:44:21
34740,2420390,0,0,2010-12-05 12:46:13
34740,358963,0,0,2010-12-08 11:44:22
21511,2107128,1,10,2010-12-08 13:02:40
19930,309505,1,10,2010-12-08 13:52:09
33850,306238,1,10,2010-12-09 20:33:57
33850,481572,1,10,2010-12-12 22:02:05
34740,420807,0,0,2010-12-13 11:23:02
34740,2290884,0,0,2010-12-13 11:30:03
34041,2534924,0,0,2010-12-14 21:34:34
37350,1035814,1,10,2010-12-16 12:40:54
27991,1968147,1,6,2010-12-18 13:50:34
37951,35660,1,10,2010-12-22 21:45:06
33340,176433,0,0,2010-12-29 01:04:18
34740,15891,0,0,2011-01-04 19:03:23
34740,521369,0,0,2011-01-04 19:06:44
34740,201801,0,0,2011-01-04 19:06:56
34740,253975,0,0,2011-01-04 21:23:17
32750,117499,1,6,2011-01-05 08:11:30
32750,39248,1,10,2011-01-05 08:13:11
32750,448492,1,6,2011-01-05 08:19:49
32750,443802,1,10,2011-01-05 08:24:54
32750,251666,1,10,2011-01-05 08:28:24
32750,284374,1,10,2011-01-05 08:28:43
32750,2309527,1,4,2011-01-05 08:38:44
32750,2141878,0,0,2011-01-05 08:40:52
32750,218087,0,0,2011-01-05 08:43:20
32750,186099,1,6,2011-01-05 08:44:25
32750,439672,1,10,2011-01-05 08:45:12
32750,307603,1,10,2011-01-05 08:46:46
32750,5439928,1,10,2011-01-05 08:47:15
32750,326664,1,10,2011-01-05 16:31:07
32750,884881,1,10,2011-01-06 09:08:23
29700,325984,0,0,2011-01-09 14:22:59
29700,306770,0,0,2011-01-09 14:23:11
34740,971769,0,0,2011-01-09 21:00:19
34740,2261415,0,0,2011-01-09 21:00:32
32750,305936,1,8,2011-01-10 02:06:02
37640,186117,0,0,2011-01-11 18:02:17
37640,469005,0,0,2011-01-11 18:03:40
37640,895645,0,0,2011-01-11 18:04:58
38450,1848808,1,10,2011-01-11 23:12:03
33340,110422,0,0,2011-01-12 10:49:35
34740,121343,0,0,2011-01-12 16:41:27
37640,304428,0,0,2011-01-13 20:58:53
37640,307478,0,0,2011-01-13 22:10:46
40691,1101948,1,8,2011-01-16 00:26:22
25171,673605,0,0,2011-01-17 23:11:31
41090,666498,0,0,2011-01-18 04:17:38
41090,312991,0,0,2011-01-18 04:19:45
41090,485439,0,0,2011-01-18 04:21:01
41090,1376467,0,0,2011-01-18 04:21:17
41090,140661,0,0,2011-01-18 04:21:49
41090,769919,0,0,2011-01-18 04:22:23
41090,466884,0,0,2011-01-18 04:23:01
41090,528194,0,0,2011-01-18 04:24:49
41090,282223,0,0,2011-01-18 04:25:01
41090,1625588,0,0,2011-01-18 04:25:54
41090,15148,0,0,2011-01-18 04:26:01
41090,573120,0,0,2011-01-18 04:26:08
41090,2217721,0,0,2011-01-18 04:27:29
41090,2600470,0,0,2011-01-18 04:30:53
41090,216878,0,0,2011-01-18 04:32:15
41090,502892,0,0,2011-01-18 04:32:37
41090,2318816,0,0,2011-01-18 04:36:24
41090,2358,0,0,2011-01-18 04:37:14
41090,1121649,0,0,2011-01-18 04:37:43
41090,14901,0,0,2011-01-18 04:38:54
41090,214524,0,0,2011-01-18 04:43:31
41090,2939287,0,0,2011-01-18 04:43:53
41090,472210,0,0,2011-01-18 04:46:31
41090,2571363,0,0,2011-01-18 04:47:59
41090,218087,0,0,2011-01-18 04:48:19
7111,163689,0,0,2011-01-21 23:10:02
7111,6892,0,0,2011-01-22 15:16:59
7111,210085,0,0,2011-01-22 15:17:51
7111,311412,0,0,2011-01-22 15:18:39
25020,317476,0,0,2011-01-22 18:10:50
25020,1292175,0,0,2011-01-22 18:15:36
25171,127934,0,0,2011-01-23 02:00:33
25171,228506,0,0,2011-01-23 02:03:32
25171,203352,0,0,2011-01-23 02:03:38
25171,27812,0,0,2011-01-23 02:03:45
25171,21211,0,0,2011-01-23 02:03:53
25171,665578,0,0,2011-01-23 02:04:12
25171,257772,0,0,2011-01-23 02:04:18
37640,1939977,0,0,2011-01-24 02:33:48
7111,100157,0,0,2011-01-24 11:49:31
29700,428685,0,0,2011-01-24 12:01:15
29700,440210,0,0,2011-01-24 12:04:37
29700,316060,0,0,2011-01-24 12:05:45
29700,305761,0,0,2011-01-24 12:13:53
29700,325285,0,0,2011-01-24 12:20:38
7111,402539,0,0,2011-01-24 14:04:20
7111,305685,0,0,2011-01-24 14:06:16
7111,1097176,0,0,2011-01-24 14:11:52
7111,317638,0,0,2011-01-24 14:14:37
7111,325392,0,0,2011-01-24 14:15:30
7111,31753,0,0,2011-01-24 14:33:37
25171,433845,0,0,2011-01-24 22:58:45
42150,568079,1,10,2011-01-25 16:50:35
25171,31876,0,0,2011-01-25 16:58:17
41090,97458,0,0,2011-01-26 18:27:01
41090,190884,0,0,2011-01-26 18:34:51
41090,131102,1,6,2011-01-26 19:00:31
41090,131523,1,6,2011-01-26 19:01:03
41090,131849,1,6,2011-01-26 19:01:26
41090,27540,1,6,2011-01-26 19:01:51
41090,33611,1,6,2011-01-26 19:02:22
41090,38580,1,6,2011-01-26 19:02:50
41090,120403,1,4,2011-01-26 19:03:09
41090,220036,1,4,2011-01-26 19:03:37
41090,250742,1,4,2011-01-26 19:04:46
41090,126927,1,6,2011-01-26 19:15:47
41090,236546,1,6,2011-01-26 19:16:43
41090,166554,1,4,2011-01-26 19:18:44
41090,364144,1,6,2011-01-26 19:19:03
41090,435761,1,6,2011-01-26 19:20:16
41090,2368325,1,4,2011-01-26 19:21:17
41090,77840,1,6,2011-01-26 19:23:31
41090,317831,1,6,2011-01-26 19:25:25
41090,305368,1,6,2011-01-26 19:28:33
41090,182330,1,4,2011-01-26 19:39:15
41090,171203,1,2,2011-01-26 19:39:26
41090,2527069,1,6,2011-01-26 19:44:07
41090,435091,0,0,2011-01-26 19:56:39
41090,363323,1,6,2011-01-28 00:11:59
41090,451458,1,4,2011-01-29 02:47:05
41090,122480,1,4,2011-01-29 15:51:21
43991,18863,1,10,2011-02-03 16:54:16
43991,445,1,10,2011-02-03 16:54:43
43991,179416,1,6,2011-02-03 16:55:31
43991,2472899,1,10,2011-02-03 16:56:24
43991,112041,1,10,2011-02-03 16:56:43
43991,515901,1,10,2011-02-03 16:56:57
43991,199558,1,10,2011-02-03 16:57:14
43991,169129,1,6,2011-02-03 17:01:20
43991,1703909,1,10,2011-02-03 17:01:37
43991,15776,1,10,2011-02-03 17:02:06
43991,444997,1,10,2011-02-03 17:02:22
43991,434741,1,8,2011-02-03 17:02:34
43991,847878,1,10,2011-02-03 17:04:00
43991,461952,1,6,2011-02-03 17:05:00
43991,459402,1,8,2011-02-03 17:09:34
43991,305876,1,10,2011-02-03 18:00:39
43991,449767,1,6,2011-02-03 18:02:07
43991,461198,1,6,2011-02-03 18:03:07
43991,625734,1,10,2011-02-03 18:03:59
43991,2339680,1,10,2011-02-03 18:07:03
43991,624361,1,10,2011-02-03 18:08:06
43991,313518,1,10,2011-02-03 18:08:25
43991,11691,1,10,2011-02-03 18:10:49
43991,3818539,1,10,2011-02-03 18:11:19
43991,1111195,1,8,2011-02-03 18:14:55
43991,444357,1,10,2011-02-03 21:12:12
43991,15236,1,10,2011-02-03 21:14:47
43991,477581,1,6,2011-02-03 21:25:04
43991,560,1,10,2011-02-03 21:25:41
43991,803996,1,10,2011-02-03 21:25:54
43991,471198,1,6,2011-02-03 21:26:22
43991,309410,1,8,2011-02-03 21:26:34
43991,538,1,6,2011-02-03 21:26:40
43991,740,1,6,2011-02-03 21:27:06
25171,433731,0,0,2011-02-04 19:54:15
45050,5679028,0,0,2011-02-09 17:26:11
29700,454554,0,0,2011-02-11 23:09:52
29700,2318816,0,0,2011-02-11 23:11:05
7111,4727866,0,0,2011-02-11 23:57:45
41990,308379,1,8,2011-02-13 14:07:07
41990,866374,1,8,2011-02-13 14:07:30
41990,2550404,1,10,2011-02-14 23:02:25
46090,437582,1,6,2011-02-15 22:11:10
46090,434581,1,10,2011-02-15 22:12:06
46090,261292,1,6,2011-02-15 22:22:56
41990,2599062,1,10,2011-02-16 14:19:55
46481,236541,0,0,2011-02-19 16:36:41
38351,430839,1,10,2011-02-19 16:53:47
43991,545784,1,8,2011-02-22 19:24:51
46090,289255,1,8,2011-02-24 13:14:09
9530,1325520,0,0,2011-02-24 16:58:59
43991,15207,1,6,2011-02-27 16:48:34
46090,509652,1,10,2011-03-02 13:57:23
21511,29649,0,0,2011-03-02 18:50:18
48221,711702,0,0,2011-03-02 21:21:35
7111,26957,0,0,2011-03-03 17:32:35
2590,104121,0,0,2011-03-06 12:52:51
41090,2373055,1,6,2011-03-08 23:36:13
41090,3929,1,10,2011-03-08 23:43:50
25171,715,0,0,2011-03-10 01:04:33
7111,2988286,0,0,2011-03-12 13:46:44
7111,232666,0,0,2011-03-12 13:47:32
7111,5377,0,0,2011-03-12 13:47:46
46090,380247,1,10,2011-03-12 15:18:15
46090,167090,1,10,2011-03-12 15:24:30
17440,1968147,0,0,2011-03-15 16:56:25
17440,191470,0,0,2011-03-15 17:07:12
19930,420321,1,10,2011-03-16 13:36:20
2590,2083267,0,0,2011-03-18 10:37:56
10801,170377,0,0,2011-03-19 12:21:54
10801,41298,0,0,2011-03-19 12:22:53
10801,1638812,0,0,2011-03-19 12:33:36
25171,434096,0,0,2011-03-19 12:49:38
38351,3158,0,0,2011-03-20 16:12:51
7111,263160,0,0,2011-03-20 19:33:22
50200,454134,1,10,2011-03-21 09:31:23
50200,531001,1,4,2011-03-21 09:31:58
50200,1318691,1,10,2011-03-21 09:32:28
50200,186099,1,10,2011-03-21 09:33:42
50200,2466103,1,10,2011-03-21 09:34:20
50200,443649,1,10,2011-03-21 09:34:57
50200,34134,1,6,2011-03-21 09:35:16
50200,7804328,1,4,2011-03-21 09:35:37
50200,2599062,1,10,2011-03-21 09:35:48
19930,325128,1,10,2011-03-22 22:51:30
25020,2408000,0,0,2011-03-23 18:56:21
23970,3795220,0,0,2011-03-23 19:21:29
7111,1099269,0,0,2011-03-23 21:17:59
41090,313448,1,6,2011-03-24 20:15:58
7111,243762,0,0,2011-03-25 20:55:38
7111,318233,0,0,2011-03-25 21:11:32
7111,1059849,0,0,2011-03-25 21:19:28
48221,1385630,0,0,2011-03-25 23:18:12
50691,97428,1,10,2011-03-26 00:08:45
51041,254097,1,10,2011-03-28 17:27:06
51041,2370751,1,10,2011-03-28 17:29:33
51041,11936,1,10,2011-03-28 17:30:04
51041,2599190,1,10,2011-03-28 17:32:49
25171,1215868,0,0,2011-03-29 10:52:01
25171,17761,0,0,2011-03-29 10:52:10
25171,364144,0,0,2011-03-29 10:52:21
25171,1653700,0,0,2011-03-29 10:52:33
25171,473795,0,0,2011-03-29 10:52:46
25020,312613,0,0,2011-03-29 20:56:32
25020,176805,0,0,2011-03-29 20:56:54
25020,445550,0,0,2011-03-29 21:02:20
25020,197284,0,0,2011-03-29 21:02:36
2590,318974,0,0,2011-03-31 16:45:46
49501,2296847,0,0,2011-04-02 18:14:00
49501,276768,0,0,2011-04-02 18:44:41
23970,2309527,0,0,2011-04-03 13:27:14
2590,445619,0,0,2011-04-04 14:17:54
48221,888651,0,0,2011-04-05 11:14:03
25171,458276,0,0,2011-04-07 02:28:14
41990,521287,1,6,2011-04-09 12:55:24
52680,2167310,1,10,2011-04-11 22:19:07
52680,272375,1,0,2011-04-12 00:11:15
52680,2574358,1,8,2011-04-12 01:02:05
42150,18628,1,10,2011-04-12 18:48:58
42150,212216,1,10,2011-04-12 18:56:29
42150,220837,1,10,2011-04-13 10:40:13
21671,111445,0,0,2011-04-14 00:56:19
52660,171203,1,5,2011-04-16 03:30:20
50200,321553,1,8,2011-04-18 15:17:23
21671,8369,0,0,2011-04-18 21:22:56
21671,468306,0,0,2011-04-18 21:27:35
25171,17550,0,0,2011-04-19 12:05:45
25171,315823,0,0,2011-04-19 12:06:59
7111,24464,0,0,2011-04-19 12:48:27
53640,453305,1,6,2011-04-20 12:42:58
53640,422546,1,6,2011-04-20 12:59:54
53640,308069,1,10,2011-04-20 13:00:33
53640,231102,1,10,2011-04-20 13:00:42
53640,170636,1,10,2011-04-20 13:00:50
53640,154916,1,10,2011-04-20 20:06:21
53640,211584,1,10,2011-04-20 20:06:28
53640,38242,1,10,2011-04-20 20:06:35
53640,123654,1,10,2011-04-20 20:06:40
53640,102102,1,10,2011-04-20 20:06:55
53640,120449,1,10,2011-04-20 20:07:00
53640,165415,1,10,2011-04-20 20:07:07
53640,39222,1,10,2011-04-20 20:07:40
53640,39223,1,10,2011-04-20 20:07:47
53640,97656,1,8,2011-04-20 20:07:54
53640,97929,1,10,2011-04-20 20:08:01
53640,102088,1,10,2011-04-20 20:08:07
53640,20854,1,10,2011-04-20 20:08:13
53640,100777,1,10,2011-04-20 20:08:18
53640,123075,1,10,2011-04-20 20:08:24
33340,444749,0,0,2011-04-22 00:14:08
51041,2420390,1,10,2011-04-22 19:48:54
34740,460957,1,10,2011-04-24 17:48:54
34740,460960,1,10,2011-04-24 23:08:27
7111,208799,0,0,2011-04-27 21:35:28
19930,2336105,1,8,2011-04-27 23:42:16
34740,460473,1,10,2011-04-29 00:35:08
25171,1879255,0,0,2011-05-02 13:31:04
41990,171203,1,10,2011-05-02 23:34:54
21671,7804328,0,0,2011-05-03 20:46:54
25171,2107,0,0,2011-05-04 23:17:01
25171,458043,0,0,2011-05-04 23:29:53
25171,446580,1,10,2011-05-04 23:31:51
34740,454043,1,10,2011-05-07 00:56:12
34740,431985,1,8,2011-05-07 21:37:21
19060,435878,0,0,2011-05-09 20:00:43
34740,441135,1,10,2011-05-10 10:13:25
41990,221406,1,6,2011-05-10 17:13:43
54890,455071,0,0,2011-05-10 22:26:37
6910,245848,1,10,2011-05-13 12:26:35
6910,1296803,0,0,2011-05-13 12:33:07
6910,165529,0,0,2011-05-13 12:34:44
6910,1816663,0,0,2011-05-13 12:38:06
6910,433953,0,0,2011-05-13 12:38:29
6910,176807,0,0,2011-05-13 12:42:02
6910,428005,1,10,2011-05-13 12:47:55
6910,489366,0,0,2011-05-13 12:50:43
6910,306183,0,0,2011-05-13 12:57:23
6910,254056,0,0,2011-05-13 13:00:47
2590,2601138,0,0,2011-05-13 13:05:38
34740,454042,1,10,2011-05-13 17:08:53
56130,126927,0,0,2011-05-15 14:32:09
56130,1902534,0,0,2011-05-15 14:33:53
56130,692537,0,0,2011-05-15 16:07:52
56130,1304930,0,0,2011-05-15 16:23:00
56130,232739,0,0,2011-05-15 16:28:54
56130,1786158,0,0,2011-05-15 16:46:50
56130,873230,0,0,2011-05-15 17:22:14
56130,449099,0,0,2011-05-15 17:29:05
56130,32742,0,0,2011-05-15 17:34:02
56130,289934,0,0,2011-05-15 17:34:09
