book_id,title,author_id,author_name,publication_year,language,publisher,avg_rating
485,Ты вечен,113,Лобсанг Рампа,2009,119,432,5.0
497,Современная энциклопедия для мальчиков,214129,Николай Белов,2004,119,595,6.0
504,Джек Николсон,409,П. Макгиллиган,1999,119,55,0.0
511,Внутренняя сторона ветра. Роман о Геро и Леандре,416,Милорад Павич,2020,119,58239,3.6666666666666665
528,Глаза дракона,48,Стивен Кинг,2020,119,9,3.0
529,"Девочка, которая любила Тома Гордона",48,Стивен Кинг,2025,119,9,5.189873417721519
530,Куджо,48,Стивен Кинг,2024,119,9,6.076923076923077
538,Гоблины,449,Чарльз Грант,2000,119,9,7.333333333333333
540,Проклятие холодного озера,33,Р. Л. Стайн,2001,119,2,5.333333333333333
541,"Четвертое Правило Волшебника, или Храм Ветров. [В 2 кн.]. Кн. 1",160,Терри Гудкайнд,2007,119,9,10.0
545,Кровавый ветер,449,Чарльз Грант,1999,119,9,4.0
551,Из Африки,461,Карен Бликсен,2022,119,9,2.6
559,Денискины рассказы,468,Виктор Драгунский,2025,119,6579,8.461538461538462
560,Руины,114522,Кевин Андерсон,1999,119,9,10.0
568,Голубое поместье,479,Дженни Джонс,1999,119,136,7.0
578,Тайна часов с кукушкой,33,Р. Л. Стайн,2001,119,122,4.666666666666667
584,Особые поручения,173873,Борис Акунин,2016,119,4,8.142857142857142
603,Перехватчик,19,Василий Головачёв,2019,119,65958,5.0
609,Как я научился летать,33,Р. Л. Стайн,2002,119,122,4.5
639,Небеса могут подождать,198450,Джеймс Хедли Чейз,2015,119,55,6.666666666666667
653,Двойные стандарты,568,Джудит Макнот,2017,119,9,5.333333333333333
673,Свадьба,590,Джулия Гарвуд,2021,119,9,6.0
687,Зеркало для человека. Введение в антропологию,602,Клайд Кей Мейбен Клакхон,1998,119,2718,0.0
689,Дневник эфемерной жизни,604,Митицуна - Но Хаха,1994,119,3298,0.0
695,Страдания юного Вертера,610,Иоганн Вольфганг фон Гёте,2024,119,7,5.211538461538462
703,Незнайка на Луне. Части I - II,180315,Николай Носов,1999,119,189,10.0
712,Посланник,19,Василий Головачёв,2019,119,65958,10.0
713,Рыцари Сорока Островов. Мальчик и Тьма,226891,Сергей Лукьяненко,2011,119,9,9.0
715,Тошнота,108,Жан-Поль Сартр,2023,119,47250,4.183431952662722
717,"Как выработать уверенность в себе и влиять на людей, выступая публично. Как завоевывать друзей и оказывать влияние на людей. Как перестать беспокоиться и начать жить",625,Дейл Карнеги,2021,119,1276,3.066666666666667
719,Мэрилин Монро,626,Дональд Спото,2008,119,7,0.0
722,Заклятие старой колдуньи,33,Р. Л. Стайн,2006,119,122,0.0
725,Каторга. Богатство,298,Валентин Пикуль,2018,119,265,0.0
727,Пером и шпагой. Битва железных канцлеров,298,Валентин Пикуль,2018,119,265,4.5
740,"Умереть, чтобы выжить",337172,Сергей Бережной,2000,119,9,6.0
755,Виктория,660,Кнут Гамсун,2005,119,159,2.8333333333333335
756,Смертельная ртутная ложь. Жалкие свинцовые божки,31,Глен Кук,2022,119,69,8.0
763,Тимур и его команда,668,Аркадий Гайдар,2021,119,7,8.75
766,"Я познаю мир: Мифология. Двуречье, Египет, Греция, Рим",672,Оксана Могила,2005,119,9,8.0
777,Регулюм,19,Василий Головачёв,2019,119,65958,0.0
802,Линия жизни. Как я отделился от России,711,Карл Густав Эмиль Маннергейм,2020,119,6631,0.0
807,На крючке у червей,33,Р. Л. Стайн,2023,119,9,0.0
810,Загадочная находка,33,Р. Л. Стайн,2001,119,122,0.0
811,Бездонная глотка,152,Андрей Лазарчук,2000,119,9,4.0
815,Голем,725,Густав Майринк,2025,119,106948,2.7954545454545454
826,Комедии,736,Уильям Шекспир,2018,119,7,1.3333333333333333
850,Пол и характер,791,Отто Вейнингер,2025,119,9,0.0
865,Счастливчики,802,Хулио Кортасар,2019,119,9,3.2
926,Агасфер,860,Стефан Гейм,2000,119,98,0.0
955,Ритуалы,107929,Сэйс Нотебоом,2007,119,9,0.0
963,Газонокосильщик,48,Стивен Кинг,2011,119,9,9.0
970,История государства и права России. Учебное пособие,913,Игорь Исаев,2016,119,93,10.0
1075,Прочь от реальности,1039,Вадим Руднев,2000,119,1880,0.0
1076,"Сообщества Зла, или Дьявол вчера и сегодня",1040,Жан-Клод Фрер,2000,119,1880,0.0
1079,Последнее желание. Меч предназначения,1042,Анджей Сапковский,2020,119,9,6.595959595959596
1080,Обрести бессмертие,1043,Роберт Сойер,2010,119,7,0.0
1081,Загадка снежного человека,33,Р. Л. Стайн,2001,119,122,8.0
1127,"Где - то там, за морем. Перевертыш",17240,Дмитрий Соловьев,2000,119,9,8.0
1129,История с узелками,157108,Льюис Кэрролл,2024,119,9,0.0
1133,Хозяин копья,1052,Ричард Кнаак,1996,119,69,0.0
1134,Меч Бури,1097,Нэнси Берберик,1996,119,449,8.0
1148,Странствия мага. Том второй,265,Ник Перумов,2006,119,36,9.428571428571429
1160,Дикая роза,1119,Айрис Мёрдок,2012,119,7,0.0
1164,Огнетушитель дьявола,19,Василий Головачёв,2019,119,65958,5.0
1229,"А может быть, ворона...",7758,Эдуард Успенский,2005,119,184,10.0
1232,В стране невыученных уроков,1196,Лия Гераскина,2023,119,69,8.818181818181818
1234,Вы не были на Таити?,24037,Александр Курляндский,2013,119,78,10.0
1242,Приключения капитана Врунгеля,236079,Андрей Некрасов,2024,119,299,8.4
1245,Три толстяка,1206,Юрий Олеша,2025,119,6579,5.714285714285714
1278,Лазарь. Месть из могилы,532,Ирина Андронати,2000,119,9,8.0
1280,Ренессанс,1249,Натаниэл Харрис,1999,119,206,0.0
1289,Осколок Кристалла Власти,1262,Алан Дин Фостер,2005,119,36,0.0
1309,Индейцы,1280,Филипп Жакен,1999,119,15,0.0
1388,Семь месяцев бесконечности,1372,Виктор Боярский,2010,119,47254,0.0
1465,Введение в теорию суперструн,231388,Митио Каку,1999,119,136,0.0
1466,Поэты Серебряного века,226694,без автора,2014,119,14,8.0
1467,Дядя Стёпа,154849,Сергей Михалков,2021,119,299,10.0
1476,Мифогенная любовь каст,1483,Сергей Ануфриев,2022,119,96646,4.0
1510,Зримая тьма,1532,Уильям Голдинг,2020,119,9,3.5
1519,"Журнал ""Роман-газета"". 2013 №17. Мнимые величины",1541,Николай Нароков,2013,119,0,10.0
1607,Графиня Рудольштадт,1643,Жорж Санд,2014,119,69,7.454545454545454
1625,Ангел,1660,Джоанна Линдсей,2019,119,9,4.0
1627,Грозовая любовь,1660,Джоанна Линдсей,2015,119,9,8.0
1628,Невольница любви,218176,Бертрис Смолл,2017,119,9,8.0
1640,Злючка,218176,Бертрис Смолл,2016,119,9,6.0
1658,Любят только раз,1660,Джоанна Линдсей,2022,119,9,6.0
1691,Избранное,1735,Марина Цветаева,2016,119,356,8.0
1692,Жорж Санд,343,Андре Моруа,2001,119,70,9.0
1703,Сердце обмануть нельзя,165,Ширли Басби,2007,119,9,8.0
1729,Москва — Петушки. Записки психопата,1777,Венедикт Ерофеев,2014,119,69,7.75
1738,Хлеб по водам,40,Ирвин Шоу,2017,119,9,6.0
1808,Реквием каравану PQ-17. Мальчики с бантикам,298,Валентин Пикуль,2017,119,265,0.0
1814,Рождение мага,265,Ник Перумов,2023,119,309,7.5
2002,Инцест или кровосмешение,2088,Франсуаза Эритье,2000,119,1422,0.0
2012,Приключения Незнайки и его друзей,180315,Николай Носов,2025,119,132,5.866666666666666
2107,Камера обскура,337,Владимир Набоков,2021,119,9,5.040650406504065
2148,Голоса летнего дня,40,Ирвин Шоу,2021,119,9,8.666666666666666
2185,Фэншуй для городской квартиры,2278,Ричард Вебстер,2000,119,726,10.0
2196,Призрак без головы,33,Р. Л. Стайн,2000,119,122,10.0
2245,Восток есть Восток,2337,Том Корагессан Бойл,2005,119,1209,0.0
2247,Любимец,232227,Кир Булычёв,2021,119,159,5.2
2271,Жизнь насекомых,2355,Виктор Пелевин,2022,119,7,5.066666666666666
2343,Камень огня,2443,Таня Хафф,2000,119,9,0.0
2344,Новые подвиги Геракла. Заграничная принцесса. Каникулы на Пенелопе,232227,Кир Булычёв,2003,119,9,0.0
2358,V.,2454,Томас Пинчон,2023,119,69,0.0
2361,Отелло. Макбет,736,Уильям Шекспир,2018,119,1390,2.0
2398,Полночные воспоминания,2489,Сидни Шелдон,2022,119,9,5.2
2403,Жизнь Арсеньева,2964,Иван Бунин,2025,119,7,3.2857142857142856
2418,Собрание сочинений в восьми томах. Том 2. Валтасар. Таис. Харчевня королевы Гусиные Лапы. Суждения господина Жерома Куаньяра. Перламутровый ларец,2508,Анатоль Франс,1958,119,264,3.0
2472,Основы общей психологии,2533,Сергей Рубинштейн,2019,119,9,0.0
2475,Изабелла Баварская,55,Александр Дюма,2009,119,58,8.0
2514,Анжелика и дьяволица,2451,Анн и Серж Голон,2016,119,69,3.0
2542,Асканио,55,Александр Дюма,2019,119,101,6.0
2544,Черный тюльпан. Учитель фехтования,55,Александр Дюма,2012,119,100,8.0
2572,"Скажи, что любишь",1660,Джоанна Линдсей,2016,119,9,10.0
2582,Что-то случилось,2645,Джозеф Хеллер,2011,119,9,2.25
2605,Эти странные французы,2664,Ник Япп,1999,119,466,8.0
2627,Ночной портье,40,Ирвин Шоу,2023,119,9,4.424242424242424
2677,Цивилизация статуса. Смертник. Рассказы,330,Роберт Шекли,2000,119,69,0.0
2688,Приключения доисторического мальчика,212018,Эрнест Д'Эрвильи,2021,119,53997,8.0
2690,Я - вор в законе,1232,Евгений Сухов,2007,119,7,8.0
2705,Ничто не вечно,2489,Сидни Шелдон,2023,119,9,5.333333333333333
2716,Крещение огнем. Башня Ласточки,1042,Анджей Сапковский,2020,119,9,6.166666666666667
2723,Узы крови,2489,Сидни Шелдон,2022,119,9,4.0
2737,Один день в парке ужасов,33,Р. Л. Стайн,2022,119,44829,2.6666666666666665
2754,Тайна пишущей машинки,33,Р. Л. Стайн,2001,119,122,8.0
2766,Эвита. Женщина с хлыстом,2789,Мэри Мейн,2000,119,55,0.0
2839,Женщина французского лейтенанта,2834,Джон Фаулз,2022,119,7,2.8425925925925926
2864,Трудно быть богом. Попытка к бегству. Далекая Радуга,102587,Аркадий и Борис Стругацкие,2008,119,9,8.0
2880,"Про Федота-стрельца, удалого молодца",122271,Леонид Филатов,2014,119,9,7.153846153846154
2899,Вершина холма,40,Ирвин Шоу,2020,119,9,6.0
2900,Оборотная сторона полуночи,2489,Сидни Шелдон,2023,119,9,4.857142857142857
2993,День М. Когда началась Вторая мировая война?,167,Виктор Суворов,2015,119,1485,8.0
3026,Отель,124,Артур Хейли,2021,119,9,4.183673469387755
3038,Изобретение Вальса,337,Владимир Набоков,2008,119,69,0.0
3042,Вадим Шершеневич. Стихотворения и поэмы,2976,Вадим Шершеневич,2000,119,631,10.0
3061,Толкиен и его мир,2992,Кирилл Королев,2005,119,2806,0.0
3084,Лекарство против страха,151686,"Аркадий Вайнер, Георгий Вайнер",2012,119,32,4.0
3142,Ничто не случайно,3077,Ричард Бах,2015,119,432,5.0
3158,Девица Кристина,3091,Мирча Элиаде,2000,119,2787,3.0
3165,Шалако,83,Луис Ламур,2000,119,55,6.0
3173,Охота за русской мафией,136,Эдуард Тополь,2005,119,9,10.0
3193,Доктор из Лхасы,113,Лобсанг Рампа,2010,119,432,10.0
3206,Медвежатник,1232,Евгений Сухов,2006,119,7,8.0
3228,Люси Краун,40,Ирвин Шоу,2018,119,9,4.545454545454546
3229,Земля обетованная,620,Эрих Мария Ремарк,2022,119,9,2.7027027027027026
3266,Неподведенные итоги,3195,Эльдар Рязанов,2007,119,105,10.0
3300,Тессеракт,145340,Алекс Гарленд,2008,119,7,0.0
3302,Билли Батгейт,234436,Эдгар Лоуренс Доктороу,2010,119,7,1.0
3303,Дом на краю света,3225,Майкл Каннингем,2019,119,9,2.316666666666667
3322,Контроль,167,Виктор Суворов,2015,119,1485,2.0
3360,Поклониться тени,78,Иосиф Бродский,2006,119,69,10.0
3368,"Наша фантастика, №1, 2000",226694,без автора,2000,119,55,7.0
3370,Игра с огнем,3280,Френсин Паскаль,2022,119,7,5.0
3374,Петербургские повести,13161,Николай Гоголь,2022,119,7,4.7407407407407405
3378,Рукоять меча,124787,Элеонора Раткевич,2008,119,7,4.5
3381,Сентиментальная история. Секреты,3280,Френсин Паскаль,2003,119,105,0.0
3383,Айболит,117302,Корней Чуковский,2002,119,9,10.0
3394,Месть садовых гномов,33,Р. Л. Стайн,2002,119,122,4.0
3405,Допустимые потери,40,Ирвин Шоу,2020,119,9,5.333333333333333
3406,Под грибом,172483,Владимир Сутеев,2014,119,9,5.0
3452,Мифы русского народа,233089,Елена Левкиевская,2011,119,9,0.0
3457,"Стрекоза, увеличенная до размеров собаки",3350,Ольга Славникова,2011,119,9,0.0
3458,Хрустальный мир. Рассказы,3351,Джеймс Г. Баллард,2000,119,535,10.0
3481,Призрак Александра Вольфа,683,Гайто Газданов,2009,119,69,3.4
3517,"Шпион, пришедший с холода",3412,Джон Ле Карре,2016,119,9,4.666666666666667
3518,"Базы данных. Проектирование, реализация и сопровождение. Теория и практика",3414,Томас Коннолли,2003,119,1974,0.0
3528,Ребята и зверята,3433,Ольга Перовская,2007,119,9,10.0
3542,Плоть и серебро,1085657,Стивен Л. Бернс,2001,119,9,0.0
3559,О скитаньях вечных и о Земле: Фантастические произведения,15152,Рэй Брэдбери,2003,119,7,5.0
3564,Теория когнитивного диссонанса,3478,Леон Фестингер,2000,119,576,0.0
3568,Дантисты тоже плачут,72,Дарья Донцова,2015,119,7,4.0
3585,История России в рассказах для детей,25932,Александра Ишимова,2022,119,9,8.0
3595,"Билл, Герой Галактики, на планете роботов-рабов",182,Гарри Гаррисон,2006,119,7,0.0
3631,Собрание сочинений. Том 1. 1955-1959. Страна багровых туч. Путь на Амальтею. Извне. Рассказы,102587,Аркадий и Борис Стругацкие,2018,119,9,6.333333333333333
3635,Кортик. Бронзовая птица,1775,Анатолий Рыбаков,2016,119,1468,5.0
3636,Романтические истории для девочек,226694,без автора,2015,119,7,10.0
3637,Энциклопедия для детей. Том 18. Человек. Часть 1. Происхождение и природа человека. Как работает тело. Искусство быть здоровым,226694,без автора,2005,119,1643,0.0
3658,Подвиг,337,Владимир Набоков,2014,119,69,4.2
3694,Содержимое ящика,3602,Сергей Юрский,2000,119,105,0.0
3704,Отцеубийца,1164266,Марина Александрова,2001,119,538,0.0
3705,Подарок крестного,1164266,Марина Александрова,2001,119,538,0.0
3716,Алое и зеленое,1119,Айрис Мёрдок,2011,119,7,3.0
3717,Золотая книга лучших сказок мира,226694,без автора,2007,119,7,10.0
3730,С ними по-хорошему нельзя. Интимный дневник Салли Мара,3638,Раймон Кено,2001,119,535,2.5
3736,Разведчики времени. Мошенники времени,153,Роберт Асприн,2003,119,9,10.0
3805,Путь воина,7903,Чингиз Абдуллаев,2016,119,7,6.0
3866,Скорость побега. Чародей поневоле,168604,Кристофер Сташефф,2004,119,9,0.0
3872,Рассказы Вельзевула своему внуку,3784,Георгий Гурджиев,2015,119,164,0.0
3884,Комбат. За свои слова ответишь,11,Андрей Воронин,2001,119,595,8.0
3913,Скитальцы,660,Кнут Гамсун,2011,119,9,0.0
3926,АвтоSTOPом по России,194248,Антон Кротов,2001,119,1630,0.0
3929,Живые лица,556,Зинаида Гиппиус,2011,119,69,4.5
3936,Английский шаг за шагом. В 2 томах. Том 1,664,Наталья Бонк,2010,119,1,10.0
4002,Под покровом небес. Рассказы,3921,Пол Боулз,2001,119,535,0.0
4021,Шуттовские деньги,153,Роберт Асприн,2002,119,9,8.0
4032,Возлюби ближнего своего,620,Эрих Мария Ремарк,2023,119,1270,3.320388349514563
4054,Мой Пушкин,1735,Марина Цветаева,2023,119,7,0.0
4075,Отчаяние,337,Владимир Набоков,2021,119,9,2.75
4087,Детская библия,226694,без автора,2015,119,1889,6.666666666666667
4092,Расхитители прииска,83,Луис Ламур,2001,119,55,6.0
4135,Стратегии семейной терапии,4037,Милтон Эриксон,2007,119,3109,0.0
4158,Час Быка,112726,Иван Ефремов,2023,119,9,3.896551724137931
4162,Созвездие жадных псов,72,Дарья Донцова,2015,119,7,4.0
4280,Повседневная жизнь в замках Луары в эпоху Возрождения,4214,Иван Клулас,2006,119,61,0.0
4313,Зоопарк в моем багаже,15148,Джеральд Даррелл,2011,119,7,5.0
4346,Блуждающее время,4260,Юрий Мамлеев,2021,119,96646,6.0
4406,Венецианский купец,736,Уильям Шекспир,2017,119,744,2.909090909090909
4409,Жена моего мужа,72,Дарья Донцова,2015,119,7,4.0
4484,Самсон и Роберто. Секрет патера Пьетро,4383,Ингвар Амбьернсен,2017,119,29699,10.0
4513,Голодная дорога,4401,Бен Окри,2001,119,98,3.3333333333333335
4526,Зверек с востока,33,Р. Л. Стайн,2001,119,1,2.0
4535,Соглядатай,337,Владимир Набоков,2013,119,69,5.25
4540,Пляска смерти,48,Стивен Кинг,2019,119,9,0.0
4586,Заповедник. Зона. Наши. Филиал. Рассказы,179,Сергей Довлатов,2012,119,69,5.0
4613,Сексус,1272,Генри Миллер,2017,119,69,3.8
4726,Заклятие Параноика,48,Стивен Кинг,2015,119,0,2.0
4727,Эпсилон Эридана,4592,Алексей Барон,2001,119,9,8.0
4754,Последнее волшебство,4615,Мэри Стюарт,2001,119,9,3.3333333333333335
4762,Око за око,1164266,Марина Александрова,2001,119,538,8.0
4871,Метод Сильвы. Управление разумом,381745,Хосе Сильва,2011,119,1276,8.0
4880,Фаворит. Книга 2. Его Таврида,298,Валентин Пикуль,2018,119,265,4.666666666666667
4885,Самые страшные ужасы,7758,Эдуард Успенский,2003,119,9,6.0
4897,48 законов власти. Краткая версия,4714,Роберт Грин,2022,119,479,1.4444444444444444
4902,Искра жизни,620,Эрих Мария Ремарк,2019,119,9,3.1868131868131866
4957,Четвероевангелие,5497,Лев Толстой,2014,119,7,0.0
4963,Магический переход. Путь женщины-воина,4772,Тайша Абеляр,2014,119,432,3.2
4964,За пределами 1/10,113,Лобсанг Рампа,2009,119,432,10.0
4968,100 великих разведчиков,4774,Игорь Дамаскин,2009,119,265,0.0
4997,Трехглавый орел,4818,Владимир Свержин,2017,119,155,8.0
5028,Улыбнись и умри,33,Р. Л. Стайн,2001,119,2,0.0
5038,"Превращение. В исправительной колонии. Новеллы из сборников ""Сельский врач"" и ""Голодарь"". Новеллы из наследия",4862,Франц Кафка,2009,119,9,3.0
5041,Маленькая хозяйка большого дома,2082,Джек Лондон,2024,119,69,3.541176470588235
5062,Легенда о Робин Гуде,226694,без автора,2001,119,9,0.0
5110,Анатоль Франс. Новеллы,2508,Анатоль Франс,2000,119,1728,0.0
5114,"Утро, день, ночь",2489,Сидни Шелдон,2015,119,9,3.0
5119,Расколотые сны,2489,Сидни Шелдон,2021,119,9,3.5384615384615383
5128,Три билета до Эдвенчер,15148,Джеральд Даррелл,2017,119,78,3.3333333333333335
5131,"Как быть, когда все не так, как хочется. Как понять уроки жизни и стать ее любимцем",4235,Александр Свияш,2018,119,9,9.0
5132,Море-океан,4929,Алессандро Барикко,2015,119,69,4.166666666666667
5133,Сигизмунд Кржижановский. Собрание сочинений в 5 томах. Том 1. Чужая тема,4930,Сигизмунд Кржижановский,2001,119,535,0.0
5140,Всего лишь скрипач,180279,Ганс Христиан Андерсен,2019,119,159,0.0
5145,Адольф Гитлер. Легенда. Миф. Действительность,4938,Вернер Мазер,2021,119,6631,4.0
5161,Первый субботник,231693,Владимир Сорокин,2025,119,9,4.8
5162,Любовь на темной улице,40,Ирвин Шоу,2005,119,9,0.0
5168,Код. Тайный язык информатики,179874,Чарльз Петцольд,2019,119,1470,5.75
5178,Моне,4962,Кристоф Хейнрих,2011,119,3865,0.0
5181,Michelangelo,3142,Жиль Нере,2010,119,3866,0.0
5228,Приглашение на казнь,337,Владимир Набоков,2021,119,9,4.340909090909091
5233,Черное зеркало,4260,Юрий Мамлеев,2001,119,105,0.0
5255,Роковая Маруся,5035,Владимир Качан,2008,119,9,8.0
5274,Сильвандир,55,Александр Дюма,2019,119,85348,5.0
5349,Единственная,3077,Ричард Бах,2015,119,432,2.8666666666666667
5352,Фрейд,108,Жан-Поль Сартр,2001,119,95,5.0
5358,Избранное,738,Адольфо Биой Касарес,2001,119,538,8.0
5377,Смок Беллью,2082,Джек Лондон,2023,119,6579,4.117647058823529
5378,Лунная долина,2082,Джек Лондон,2022,119,69,4.4
5382,Этногенез и биосфера Земли,227558,Лев Гумилёв,2019,119,9,2.0
5428,Чемодан,179,Сергей Довлатов,2016,119,69,5.714285714285714
5431,Космический психолог,431901,Джеймс Уайт,2001,119,9,0.0
5452,Кремлевская жена,136,Эдуард Тополь,2011,119,9,9.0
5457,Лирика. Герой нашего времени,447,Михаил Лермонтов,2003,119,9,0.0
5463,Город и деревня в Европейской России: сто лет перемен. Памяти Вениамина Петровича Семенова - Тян-Шанского,364206,Павел Полян,2001,119,1093,0.0
5539,Сны Эйнштейна. Друг Бенито,5318,Алан Лайтман,2001,119,9,0.0
5544,Таинственный приятель. Сердцу не прикажешь,3280,Френсин Паскаль,2001,119,105,8.0
5557,Нексус,1272,Генри Миллер,2017,119,78,5.0
5586,Средневековая философия,1451,Василий Соколов,2008,119,3544,10.0
5611,Моя война. Чеченский дневник окопного генерала,5381,Геннадий Трошев,2016,119,265,6.75
5630,Анжелика и король,2451,Анн и Серж Голон,2014,119,69,6.428571428571429
5643,Вредные советы 2,649,Григорий Остер,2001,119,9,9.0
5659,Ожерелье планет Экумены: Хайнский цикл,5430,Урсула Ле Гуин,2001,119,36,10.0
5669,Князь ветра,5437,Леонид Юзефович,2007,119,973,0.0
5683,...Что движет солнце и светила. Любовь в письмах,5447,Евгений Богат,2001,119,4,0.0
5743,Апология сумасшедшего,5499,Пётр Чаадаев,2014,119,14,0.0
5754,Маникюр для покойника,72,Дарья Донцова,2015,119,7,3.3333333333333335
5762,Полет Ворона,5304,Дмитрий Вересов,2005,119,770,10.0
5778,Дерзкий каприз,5524,Юджиния Райли,2001,119,9,10.0
5786,Ромео и Джульетта. Сонеты,736,Уильям Шекспир,2017,119,24850,8.666666666666666
5802,Техник Большого Киева,508,Владимир Васильев,2020,119,65958,10.0
5823,Прорицатель. Гильгамеш. Легенда о Тевтобургском лесе,5551,Роман Светлов,1994,119,3313,8.0
5824,Дипломированный чародей,213371,Лайон Спрэг Де Камп,2007,119,7,4.0
5830,Моя жизнь,5560,Лев Троцкий,2016,119,0,0.0
5839,Переписка Ивана Грозного с Андреем Курбским,431352,Андрей Курбский,2022,119,3540,6.0
5846,Библиотека современной фантастики. Том 11. Фабрика Абсолюта. Белая болезнь,3654,Карел Чапек,1967,119,61,8.0
5849,Герберт Уэллс. Собрание сочинений в пятнадцати томах. Том 2,201938,Герберт Уэллс,1964,119,16,10.0
5862,Герберт Уэллс. Собрание сочинений в пятнадцати томах. Том 10,201938,Герберт Уэллс,1964,119,16,8.0
